Entity,Code,Year,"Homicide rate per 100,000 population of female victims",World region according to OWID
Jordan,JOR,2014,0.99202293,Asia
Jordan,JOR,2015,0.74029076,Asia
Jordan,JOR,2016,0.80940425,Asia
Jordan,JOR,2017,0.5677624,Asia
Jordan,JOR,2018,0.5153505,Asia
Jordan,JOR,2019,0.5242986,Asia
Jordan,JOR,2020,0.4764686,Asia
Jordan,JOR,2021,0.5796232,Asia
Jordan,JOR,2022,0.6980196,Asia
Jordan,JOR,2023,0.72254825,Asia
Kazakhstan,KAZ,2008,4.226223,Asia
Kazakhstan,KAZ,2009,4.7938447,Asia
Kazakhstan,KAZ,2010,3.9143438,Asia
Kazakhstan,KAZ,2011,3.6941824,Asia
Kazakhstan,KAZ,2012,3.0571628,Asia
Kazakhstan,KAZ,2013,3.0587296,Asia
Kazakhstan,KAZ,2014,2.1973414,Asia
Kazakhstan,KAZ,2015,2.6653864,Asia
Kazakhstan,KAZ,2017,2.2789426,Asia
Kazakhstan,KAZ,2020,1.49563,Asia
Kazakhstan,KAZ,2021,1.3803269,Asia
Kazakhstan,KAZ,2022,1.4096617,Asia
Kenya,KEN,2014,2.260909,Africa
Kenya,KEN,2015,2.586317,Africa
Kenya,KEN,2016,2.6435413,Africa
Kenya,KEN,2017,1.7535179,Africa
Kenya,KEN,2018,1.7333437,Africa
Kenya,KEN,2019,1.5398113,Africa
Kenya,KEN,2020,1.7115366,Africa
Kenya,KEN,2021,2.6396406,Africa
Kenya,KEN,2022,2.6584122,Africa
Kosovo,OWID_KOS,2008,2.8243582,Europe
Kosovo,OWID_KOS,2009,1.2099985,Europe
Kosovo,OWID_KOS,2010,2.1998038,Europe
Kosovo,OWID_KOS,2011,0.98658466,Europe
Kosovo,OWID_KOS,2012,1.1966543,Europe
Kosovo,OWID_KOS,2013,0.43284962,Europe
Kosovo,OWID_KOS,2014,1.3049378,Europe
Kosovo,OWID_KOS,2015,1.1057849,Europe
Kosovo,OWID_KOS,2016,0.8933487,Europe
Kosovo,OWID_KOS,2017,1.4469445,Europe
Kosovo,OWID_KOS,2018,1.0021831,Europe
Kosovo,OWID_KOS,2019,0.33651337,Europe
Kosovo,OWID_KOS,2020,0.8992371,Europe
Kosovo,OWID_KOS,2021,0.33909705,Europe
Kuwait,KWT,2003,0.5776487,Asia
Kuwait,KWT,2004,1.2479876,Asia
Kuwait,KWT,2005,1.7465276,Asia
Kuwait,KWT,2006,0.61285335,Asia
Kuwait,KWT,2007,1.1420784,Asia
Kuwait,KWT,2008,0.97991705,Asia
Kuwait,KWT,2009,1.0046213,Asia
Kuwait,KWT,2010,1.0255549,Asia
Kuwait,KWT,2011,0.8163071,Asia
Kuwait,KWT,2012,0.7018839,Asia
Kuwait,KWT,2017,1.4083054,Asia
Kuwait,KWT,2018,0.8427039,Asia
Kuwait,KWT,2019,0.23499256,Asia
Kuwait,KWT,2020,1.047319,Asia
Latin America and the Caribbean (UN),UN_LAC,2000,3.8987522,
Latin America and the Caribbean (UN),UN_LAC,2001,4.0138226,
Latin America and the Caribbean (UN),UN_LAC,2002,4.167402,
Latin America and the Caribbean (UN),UN_LAC,2003,4.043722,
Latin America and the Caribbean (UN),UN_LAC,2004,3.7758868,
Latin America and the Caribbean (UN),UN_LAC,2005,3.7442284,
Latin America and the Caribbean (UN),UN_LAC,2006,3.7088003,
Latin America and the Caribbean (UN),UN_LAC,2007,3.5464652,
Latin America and the Caribbean (UN),UN_LAC,2008,3.7462587,
Latin America and the Caribbean (UN),UN_LAC,2009,4.1376143,
Latin America and the Caribbean (UN),UN_LAC,2010,4.2904797,
Latin America and the Caribbean (UN),UN_LAC,2011,4.427024,
Latin America and the Caribbean (UN),UN_LAC,2012,4.4397135,
Latin America and the Caribbean (UN),UN_LAC,2013,4.308439,
Latin America and the Caribbean (UN),UN_LAC,2014,4.2112203,
Latin America and the Caribbean (UN),UN_LAC,2015,4.0679884,
Latin America and the Caribbean (UN),UN_LAC,2016,4.2406163,
Latin America and the Caribbean (UN),UN_LAC,2017,4.5140643,
Latin America and the Caribbean (UN),UN_LAC,2018,4.318404,
Latin America and the Caribbean (UN),UN_LAC,2019,4.029723,
Latin America and the Caribbean (UN),UN_LAC,2020,3.7948809,
Latin America and the Caribbean (UN),UN_LAC,2021,3.9066155,
Latin America and the Caribbean (UN),UN_LAC,2022,3.9223516,
Latin America and the Caribbean (UN),UN_LAC,2023,3.9758534,
Latvia,LVA,2012,3.3517697,Europe
Latvia,LVA,2013,2.1995273,Europe
Latvia,LVA,2014,3.3863797,Europe
Latvia,LVA,2015,2.7511883,Europe
Latvia,LVA,2016,3.2080662,Europe
Latvia,LVA,2017,4.000543,Europe
Latvia,LVA,2018,4.1338186,Europe
Latvia,LVA,2019,4.072881,Europe
Latvia,LVA,2020,4.106096,Europe
Latvia,LVA,2021,3.5513465,Europe
Latvia,LVA,2022,3.9584992,Europe
Latvia,LVA,2023,2.8698933,Europe
Lebanon,LBN,2010,0.9472222,Asia
Lebanon,LBN,2011,1.1326256,Asia
Lebanon,LBN,2012,0.5704131,Asia
Lebanon,LBN,2013,0.7282613,Asia
Lebanon,LBN,2014,0.69065285,Asia
Lebanon,LBN,2015,0.73745,Asia
Lebanon,LBN,2016,0.6889581,Asia
Lebanon,LBN,2017,1.1197517,Asia
Lebanon,LBN,2018,1.1140573,Asia
Lebanon,LBN,2019,0.80768186,Asia
Lebanon,LBN,2020,0.9889586,Asia
Liechtenstein,LIE,2009,0,Europe
Liechtenstein,LIE,2010,0,Europe
Liechtenstein,LIE,2011,0,Europe
Liechtenstein,LIE,2012,0,Europe
Liechtenstein,LIE,2013,0,Europe
Liechtenstein,LIE,2014,0,Europe
Liechtenstein,LIE,2015,0,Europe
Liechtenstein,LIE,2016,0,Europe
Liechtenstein,LIE,2017,5.240953,Europe
Liechtenstein,LIE,2018,5.201831,Europe
Liechtenstein,LIE,2020,5.119541,Europe
Liechtenstein,LIE,2021,5.0846596,Europe
Lithuania,LTU,1993,5.1618257,Europe
Lithuania,LTU,1994,6.349999,Europe
Lithuania,LTU,1995,7.9599147,Europe
Lithuania,LTU,1996,6.1137605,Europe
Lithuania,LTU,1997,6.079257,Europe
Lithuania,LTU,1998,4.8499465,Europe
Lithuania,LTU,1999,4.8900714,Europe
Lithuania,LTU,2000,5.4702334,Europe
Lithuania,LTU,2001,4.8231416,Europe
Lithuania,LTU,2002,3.7954326,Europe
Lithuania,LTU,2003,5.6850867,Europe
Lithuania,LTU,2004,7.208532,Europe
Lithuania,LTU,2005,5.62826,Europe
Lithuania,LTU,2006,4.2808437,Europe
Lithuania,LTU,2007,4.1521196,Europe
Lithuania,LTU,2008,4.715163,Europe
Lithuania,LTU,2009,3.7619498,Europe
Lithuania,LTU,2010,4.4943094,Europe
Lithuania,LTU,2011,4.0415444,Europe
Lithuania,LTU,2012,3.288037,Europe
Lithuania,LTU,2013,3.7601278,Europe
Lithuania,LTU,2014,3.3506343,Europe
Lithuania,LTU,2015,3.1258383,Europe
Lithuania,LTU,2016,2.9716146,Europe
Lithuania,LTU,2017,1.7056412,Europe
Lithuania,LTU,2018,1.1289485,Europe
Lithuania,LTU,2019,1.4716733,Europe
Lithuania,LTU,2020,1.9507077,Europe
Lithuania,LTU,2021,1.4855826,Europe
Lithuania,LTU,2022,1.9453628,Europe
Lithuania,LTU,2023,1.7901001,Europe
Luxembourg,LUX,1996,0.9502903,Europe
Luxembourg,LUX,2001,1.7845392,Europe
Luxembourg,LUX,2004,0.43145666,Europe
Luxembourg,LUX,2006,0.8375823,Europe
Luxembourg,LUX,2007,1.2376672,Europe
Luxembourg,LUX,2009,0,Europe
Luxembourg,LUX,2010,1.9600348,Europe
Luxembourg,LUX,2011,0,Europe
Luxembourg,LUX,2012,0,Europe
Luxembourg,LUX,2013,0,Europe
Luxembourg,LUX,2014,0.7200435,Europe
Luxembourg,LUX,2019,0.32443044,Europe
Luxembourg,LUX,2020,0,Europe
Luxembourg,LUX,2022,1.5411906,Europe
Macao,MAC,1994,2.9672856,Asia
Macao,MAC,2008,1.0687739,Asia
Macao,MAC,2009,1.0421987,Asia
Macao,MAC,2010,0,Asia
Macao,MAC,2011,0.99369335,Asia
Macao,MAC,2012,0.32394907,Asia
Macao,MAC,2013,0.31707278,Asia
Macao,MAC,2014,0.31033686,Asia
Macao,MAC,2015,0.3037012,Asia
Macao,MAC,2016,0,Asia
Macao,MAC,2017,0.581759,Asia
Macao,MAC,2018,0.28485402,Asia
Macao,MAC,2019,0,Asia
Macao,MAC,2020,0.5469405,Asia
Macao,MAC,2021,0.8053432,Asia
Macao,MAC,2022,0.52827805,Asia
Macao,MAC,2023,0.5200262,Asia
Malta,MLT,2004,1.9323251,Europe
Malta,MLT,2005,0.9608571,Europe
Malta,MLT,2006,0,Europe
Malta,MLT,2007,0.47619727,Europe
Malta,MLT,2008,0.4743023,Europe
Malta,MLT,2009,1.4171566,Europe
Malta,MLT,2010,0.47044876,Europe
Malta,MLT,2011,1.4052345,Europe
Malta,MLT,2012,1.4005537,Europe
Malta,MLT,2013,0,Europe
Malta,MLT,2014,0.46087092,Europe
Malta,MLT,2015,0.9027491,Europe
Malta,MLT,2016,0.8839662,Europe
Malta,MLT,2017,0.43142036,Europe
Malta,MLT,2018,1.678141,Europe
Malta,MLT,2019,1.2233313,Europe
Malta,MLT,2020,0.40023053,Europe
Malta,MLT,2021,0,Europe
Malta,MLT,2022,1.1810954,Europe
Malta,MLT,2023,0.7800662,Europe
Martinique,MTQ,2006,2.3448858,North America
Martinique,MTQ,2007,2.560954,North America
Martinique,MTQ,2008,1.9842752,North America
Martinique,MTQ,2009,1.401938,North America
Mauritius,MUS,1990,0.81413406,Africa
Mauritius,MUS,1991,0.8115269,Africa
Mauritius,MUS,1992,1.5877562,Africa
Mauritius,MUS,1993,1.0559416,Africa
Mauritius,MUS,1994,2.0505428,Africa
Mauritius,MUS,1995,0.8751142,Africa
Mauritius,MUS,1996,1.3723875,Africa
Mauritius,MUS,1997,0.821266,Africa
Mauritius,MUS,1998,1.1253539,Africa
Mauritius,MUS,1999,1.6369793,Africa
Mauritius,MUS,2000,1.8901613,Africa
Mauritius,MUS,2003,1.7817737,Africa
Mauritius,MUS,2004,1.1293483,Africa
Mauritius,MUS,2005,2.1085646,Africa
Mauritius,MUS,2006,2.0234096,Africa
Mauritius,MUS,2007,1.9454827,Africa
Mauritius,MUS,2008,2.7671065,Africa
Mauritius,MUS,2009,2.5138378,Africa
Mauritius,MUS,2010,1.2521874,Africa
Mauritius,MUS,2011,1.2476674,Africa
Mauritius,MUS,2012,1.5556502,Africa
Mauritius,MUS,2013,1.7092423,Africa
Mauritius,MUS,2014,1.2423904,Africa
Mauritius,MUS,2015,0.9317718,Africa
Mauritius,MUS,2016,1.5537565,Africa
Mauritius,MUS,2017,2.021927,Africa
Mauritius,MUS,2018,2.180658,Africa
Mauritius,MUS,2019,0.9363566,Africa
Mauritius,MUS,2020,1.7202405,Africa
Mauritius,MUS,2021,1.8808291,Africa
Mauritius,MUS,2022,1.5695372,Africa
Mexico,MEX,1990,3.6175418,North America
Mexico,MEX,1991,3.5802186,North America
Mexico,MEX,1992,3.7122982,North America
Mexico,MEX,1993,3.4811327,North America
Mexico,MEX,1994,3.2470694,North America
Mexico,MEX,1995,3.2936137,North America
Mexico,MEX,1996,3.0963652,North America
Mexico,MEX,1997,2.8558052,North America
Mexico,MEX,1998,3.1373029,North America
Mexico,MEX,1999,2.8436248,North America
Mexico,MEX,2000,2.5469112,North America
Mexico,MEX,2001,2.506351,North America
Mexico,MEX,2002,2.4653802,North America
Mexico,MEX,2003,2.5010738,North America
Mexico,MEX,2004,2.2591405,North America
Mexico,MEX,2005,2.398505,North America
Mexico,MEX,2006,2.3674114,North America
Mexico,MEX,2007,1.9476539,North America
Mexico,MEX,2008,2.525025,North America
Mexico,MEX,2009,3.3671932,North America
Mexico,MEX,2010,4.1610236,North America
Mexico,MEX,2011,4.5691752,North America
Mexico,MEX,2012,4.6257954,North America
Mexico,MEX,2013,4.3734393,North America
Mexico,MEX,2014,3.927714,North America
Mexico,MEX,2015,3.8431582,North America
Mexico,MEX,2016,4.4894357,North America
Mexico,MEX,2017,5.4192634,North America
Mexico,MEX,2018,5.868674,North America
Mexico,MEX,2019,6.0283227,North America
Mexico,MEX,2020,6.0724106,North America
Mexico,MEX,2021,6.0942597,North America
Mexico,MEX,2022,5.9325137,North America
Mexico,MEX,2023,5.5961637,North America
Micronesia (country),FSM,2019,1.8052334,Oceania
Moldova,MDA,1991,4.061718,Europe
Moldova,MDA,1992,5.2927175,Europe
Moldova,MDA,1993,4.7478547,Europe
Moldova,MDA,1994,4.37442,Europe
Moldova,MDA,1995,3.977394,Europe
Moldova,MDA,1996,4.8012543,Europe
Moldova,MDA,1997,4.559138,Europe
Moldova,MDA,1998,3.9155965,Europe
Moldova,MDA,1999,4.2835126,Europe
Moldova,MDA,2000,5.294449,Europe
Moldova,MDA,2001,5.3425016,Europe
Moldova,MDA,2002,5.683916,Europe
Moldova,MDA,2003,4.871499,Europe
Moldova,MDA,2004,4.24045,Europe
Moldova,MDA,2005,4.660938,Europe
Moldova,MDA,2006,3.6069343,Europe
Moldova,MDA,2007,3.2888467,Europe
Moldova,MDA,2008,4.488451,Europe
Moldova,MDA,2009,3.5735192,Europe
Moldova,MDA,2010,5.2414713,Europe
Moldova,MDA,2011,4.5668044,Europe
Moldova,MDA,2012,3.3796153,Europe
Moldova,MDA,2013,3.7837825,Europe
Moldova,MDA,2014,0.950294,Europe
Moldova,MDA,2015,2.6682456,Europe
Moldova,MDA,2016,2.7632165,Europe
Moldova,MDA,2017,2.09873,Europe
Moldova,MDA,2018,2.417864,Europe
Moldova,MDA,2019,1.7908342,Europe
Moldova,MDA,2020,1.5723299,Europe
Moldova,MDA,2021,0.73590285,Europe
Moldova,MDA,2022,1.4630667,Europe
Moldova,MDA,2023,1.2685323,Europe
Monaco,MCO,2013,0,Europe
Monaco,MCO,2015,0,Europe
Mongolia,MNG,2007,5.0392337,Asia
Mongolia,MNG,2008,3.6818547,Asia
Mongolia,MNG,2009,4.3859763,Asia
Mongolia,MNG,2010,4.917651,Asia
Mongolia,MNG,2011,4.333471,Asia
Mongolia,MNG,2012,4.039345,Asia
Mongolia,MNG,2013,4.0276475,Asia
Mongolia,MNG,2014,3.6725612,Asia
Mongolia,MNG,2015,3.39795,Asia
Mongolia,MNG,2016,2.5473273,Asia
Mongolia,MNG,2017,2.8845637,Asia
Mongolia,MNG,2018,2.8331625,Asia
Mongolia,MNG,2019,2.4741352,Asia
Mongolia,MNG,2020,2.4318244,Asia
Mongolia,MNG,2021,2.5737076,Asia
Mongolia,MNG,2022,2.7724206,Asia
Mongolia,MNG,2023,1.8026693,Asia
Mongolia,MNG,2024,2.6395307,Asia
Montenegro,MNE,2007,0.9096119,Europe
Montenegro,MNE,2008,1.5189857,Europe
Montenegro,MNE,2009,2.0333302,Europe
Montenegro,MNE,2010,2.133161,Europe
Montenegro,MNE,2011,0.9138916,Europe
Montenegro,MNE,2012,0.9130252,Europe
Montenegro,MNE,2013,0.30460224,Europe
Montenegro,MNE,2014,1.2222642,Europe
Montenegro,MNE,2015,0.92158395,Europe
Montenegro,MNE,2016,0.9274316,Europe
Montenegro,MNE,2017,1.2447816,Europe
Montenegro,MNE,2018,0.62672645,Europe
Montenegro,MNE,2019,1.577205,Europe
Montenegro,MNE,2020,0.9516876,Europe
Montenegro,MNE,2021,0.6384106,Europe
Montenegro,MNE,2022,1.881326,Europe
Montenegro,MNE,2023,0.30424404,Europe
Montserrat,MSR,1990,0,North America
Montserrat,MSR,1991,0,North America
Montserrat,MSR,1992,0,North America
Montserrat,MSR,1993,0,North America
Montserrat,MSR,1994,22.967386,North America
Montserrat,MSR,1995,0,North America
Montserrat,MSR,1996,0,North America
Montserrat,MSR,1997,0,North America
Montserrat,MSR,1998,0,North America
Montserrat,MSR,1999,0,North America
Montserrat,MSR,2000,0,North America
Montserrat,MSR,2001,0,North America
Montserrat,MSR,2002,0,North America
Montserrat,MSR,2003,0,North America
Montserrat,MSR,2004,0,North America
Montserrat,MSR,2005,0,North America
Montserrat,MSR,2006,0,North America
Montserrat,MSR,2008,0,North America
Montserrat,MSR,2012,43.14064,North America
Morocco,MAR,2009,0.3324782,Africa
Morocco,MAR,2010,0.279184,Africa
Morocco,MAR,2011,0.32450682,Africa
Morocco,MAR,2012,0.33844778,Africa
Morocco,MAR,2013,0.3939104,Africa
Morocco,MAR,2014,0.34795627,Africa
Morocco,MAR,2015,0.56562555,Africa
Morocco,MAR,2016,0.6051524,Africa
Morocco,MAR,2017,0.64356947,Africa
Morocco,MAR,2018,0.39439976,Africa
Morocco,MAR,2019,0.6805614,Africa
Morocco,MAR,2020,1.1870295,Africa
Morocco,MAR,2021,0.54095274,Africa
Morocco,MAR,2022,0.42181438,Africa
Morocco,MAR,2023,0.4922609,Africa
Morocco,MAR,2024,0.4661227,Africa
Myanmar,MMR,2009,0.5381701,Asia
Myanmar,MMR,2010,0.6156041,Asia
Myanmar,MMR,2011,0.40433466,Asia
Myanmar,MMR,2012,0.96606547,Asia
Myanmar,MMR,2013,0.8265583,Asia
Myanmar,MMR,2014,0.81167257,Asia
Myanmar,MMR,2015,0.87926805,Asia
Myanmar,MMR,2016,0.96903574,Asia
Myanmar,MMR,2017,0.9882957,Asia
Myanmar,MMR,2018,1.0153089,Asia
Myanmar,MMR,2019,1.0307164,Asia
Myanmar,MMR,2020,0.97798324,Asia
Myanmar,MMR,2021,7.3522687,Asia
Myanmar,MMR,2022,1.1528143,Asia
Myanmar,MMR,2023,0.9125175,Asia
Namibia,NAM,2018,9.074318,Africa
Namibia,NAM,2019,7.579292,Africa
Namibia,NAM,2020,6.150653,Africa
Namibia,NAM,2021,6.184212,Africa
Netherlands,NLD,1990,0.56436706,Europe
Netherlands,NLD,1991,0.76829636,Europe
Netherlands,NLD,1992,0.6847922,Europe
Netherlands,NLD,1993,0.70545644,Europe
Netherlands,NLD,1994,0.6501701,Europe
Netherlands,NLD,1995,0.95135325,Europe
Netherlands,NLD,1996,0.83312446,Europe
Netherlands,NLD,1997,0.79097444,Europe
Netherlands,NLD,1998,0.58627284,Europe
Netherlands,NLD,1999,0.7308487,Europe
Netherlands,NLD,2000,0.73796374,Europe
Netherlands,NLD,2001,0.8303015,Europe
Netherlands,NLD,2002,0.74021465,Europe
Netherlands,NLD,2003,0.8815007,Europe
Netherlands,NLD,2004,0.63751715,Europe
Netherlands,NLD,2005,0.6837214,Europe
Netherlands,NLD,2006,0.58665013,Europe
Netherlands,NLD,2007,0.56141263,Europe
Netherlands,NLD,2008,0.5593444,Europe
Netherlands,NLD,2009,0.59223044,Europe
Netherlands,NLD,2010,0.6364203,Europe
Netherlands,NLD,2011,0.586594,Europe
Netherlands,NLD,2012,0.58447737,Europe
Netherlands,NLD,2013,0.65272856,Europe
Netherlands,NLD,2014,0.3485049,Europe
Netherlands,NLD,2015,0.4859596,Europe
Netherlands,NLD,2016,0.36845115,Europe
Netherlands,NLD,2017,0.4922431,Europe
Netherlands,NLD,2018,0.40977156,Europe
Netherlands,NLD,2019,0.49777818,Europe
Netherlands,NLD,2020,0.49519783,Europe
Netherlands,NLD,2021,0.4255399,Europe
Netherlands,NLD,2022,0.5324809,Europe
Netherlands,NLD,2023,0.45023927,Europe
New Zealand,NZL,1995,0.6047264,Oceania
New Zealand,NZL,1996,0.8587715,Oceania
New Zealand,NZL,1997,1.2435387,Oceania
New Zealand,NZL,1998,1.110296,Oceania
New Zealand,NZL,1999,0.5428624,Oceania
New Zealand,NZL,2000,1.0591246,Oceania
New Zealand,NZL,2001,1.0676987,Oceania
New Zealand,NZL,2002,1.3197666,Oceania
New Zealand,NZL,2003,0.68991315,Oceania
New Zealand,NZL,2004,0.5733948,Oceania
New Zealand,NZL,2005,1.2675105,Oceania
New Zealand,NZL,2006,0.8120947,Oceania
New Zealand,NZL,2007,0.8807567,Oceania
New Zealand,NZL,2008,1.0562787,Oceania
New Zealand,NZL,2009,1.1367377,Oceania
New Zealand,NZL,2010,1.0137814,Oceania
New Zealand,NZL,2011,0.6696321,Oceania
New Zealand,NZL,2012,0.9312709,Oceania
New Zealand,NZL,2013,0.5275741,Oceania
New Zealand,NZL,2014,0.5938634,Oceania
New Zealand,NZL,2015,0.6831193,Oceania
New Zealand,NZL,2016,0.92189264,Oceania
New Zealand,NZL,2017,0.53484756,Oceania
New Zealand,NZL,2018,0.76889443,Oceania
New Zealand,NZL,2019,1.312967,Oceania
New Zealand,NZL,2020,0.5483437,Oceania
New Zealand,NZL,2021,0.6220789,Oceania
New Zealand,NZL,2022,1.1225475,Oceania
Nicaragua,NIC,2008,2.0426865,North America
Nicaragua,NIC,2009,3.280591,North America
Nicaragua,NIC,2010,2.6707175,North America
Nicaragua,NIC,2011,1.864191,North America
Nicaragua,NIC,2012,2.1342459,North America
Nicaragua,NIC,2013,2.134787,North America
Nicaragua,NIC,2015,2.109961,North America
Nicaragua,NIC,2016,1.5143031,North America
Nicaragua,NIC,2017,1.8059411,North America
Nicaragua,NIC,2018,1.936264,North America
Nicaragua,NIC,2019,1.6081593,North America
Nicaragua,NIC,2021,3.1969554,North America
Nigeria,NGA,2023,6.5266776,Africa
North Macedonia,MKD,1998,0.91726816,Europe
North Macedonia,MKD,1999,0.81891954,Europe
North Macedonia,MKD,2000,1.0975927,Europe
North Macedonia,MKD,2002,0.8215843,Europe
North Macedonia,MKD,2003,1.5983981,Europe
North Macedonia,MKD,2004,1.1513542,Europe
North Macedonia,MKD,2005,0.8737312,Europe
North Macedonia,MKD,2006,0.845295,Europe
North Macedonia,MKD,2007,1.0369953,Europe
North Macedonia,MKD,2008,0.85325205,Europe
North Macedonia,MKD,2009,1.1436179,Europe
North Macedonia,MKD,2010,1.4362059,Europe
North Macedonia,MKD,2011,0.38515553,Europe
North Macedonia,MKD,2012,1.0663466,Europe
North Macedonia,MKD,2013,0.68347394,Europe
North Macedonia,MKD,2014,0.9835719,Europe
North Macedonia,MKD,2015,0.19825447,Europe
North Macedonia,MKD,2016,0.59986955,Europe
North Macedonia,MKD,2017,0.4035926,Europe
North Macedonia,MKD,2018,0.9168284,Europe
North Macedonia,MKD,2019,0.5145446,Europe
North Macedonia,MKD,2020,0.6248292,Europe
North Macedonia,MKD,2021,0.3155938,Europe
North Macedonia,MKD,2022,0.31738627,Europe
North Macedonia,MKD,2023,0.95651317,Europe
Northern Africa (UN),,2000,1.9058775,
Northern Africa (UN),,2001,1.9200654,
Northern Africa (UN),,2002,1.9159564,
Northern Africa (UN),,2003,1.8809346,
Northern Africa (UN),,2004,1.7890428,
Northern Africa (UN),,2005,1.7910006,
Northern Africa (UN),,2006,1.8786708,
Northern Africa (UN),,2007,1.8804233,
Northern Africa (UN),,2008,1.7829658,
Northern Africa (UN),,2009,1.8798115,
Northern Africa (UN),,2010,1.9451741,
Northern Africa (UN),,2011,2.0129943,
Northern Africa (UN),,2012,1.947701,
Northern Africa (UN),,2013,1.9845494,
Northern Africa (UN),,2014,2.011465,
Northern Africa (UN),,2015,1.9423081,
Northern Africa (UN),,2016,1.9431471,
Northern Africa (UN),,2017,1.901326,
Northern Africa (UN),,2018,1.8571458,
Northern Africa (UN),,2019,1.8497982,
Northern Africa (UN),,2020,1.950884,
Northern Africa (UN),,2021,2.085888,
Northern Africa (UN),,2022,1.9959421,
Northern Africa (UN),,2023,1.9547629,
Northern America (UN),UN_NAM,2000,2.4530072,
Northern America (UN),UN_NAM,2001,2.9122367,
Northern America (UN),UN_NAM,2002,2.476241,
Northern America (UN),UN_NAM,2003,2.4071097,
Northern America (UN),UN_NAM,2004,2.3954995,
Northern America (UN),UN_NAM,2005,2.343308,
Northern America (UN),UN_NAM,2006,2.2923868,
Northern America (UN),UN_NAM,2007,2.2862535,
Northern America (UN),UN_NAM,2008,2.1976967,
Northern America (UN),UN_NAM,2009,2.1532948,
Northern America (UN),UN_NAM,2010,2.0015712,
Northern America (UN),UN_NAM,2011,1.9701744,
Northern America (UN),UN_NAM,2012,1.9616605,
Northern America (UN),UN_NAM,2013,1.8675536,
Northern America (UN),UN_NAM,2014,1.8619491,
Northern America (UN),UN_NAM,2015,1.9424831,
Northern America (UN),UN_NAM,2016,2.1226158,
Northern America (UN),UN_NAM,2017,2.1019068,
Northern America (UN),UN_NAM,2018,2.0820997,
Northern America (UN),UN_NAM,2019,2.001849,
Northern America (UN),UN_NAM,2020,2.4121566,
Northern America (UN),UN_NAM,2021,2.8034117,
Northern America (UN),UN_NAM,2022,2.628493,
Northern America (UN),UN_NAM,2023,2.3944566,
Northern Europe (UN),,2000,1.5452732,
Northern Europe (UN),,2001,1.4494578,
Northern Europe (UN),,2002,1.4361537,
Northern Europe (UN),,2003,1.3648134,
Northern Europe (UN),,2004,1.447733,
Northern Europe (UN),,2005,1.2506447,
Northern Europe (UN),,2006,1.2642734,
Northern Europe (UN),,2007,1.2536902,
Northern Europe (UN),,2008,1.1272876,
Northern Europe (UN),,2009,0.9519193,
Northern Europe (UN),,2010,0.9201088,
Northern Europe (UN),,2011,0.8877951,
Northern Europe (UN),,2012,0.7608322,
Northern Europe (UN),,2013,0.7716354,
Northern Europe (UN),,2014,0.79584247,
Northern Europe (UN),,2015,0.7183891,
Northern Europe (UN),,2016,0.7027385,
Northern Europe (UN),,2017,0.79150283,
Northern Europe (UN),,2018,0.7641703,
Northern Europe (UN),,2019,0.707916,
Northern Europe (UN),,2020,0.6409956,
Northern Europe (UN),,2021,0.6779118,
Northern Europe (UN),,2022,0.6701788,
Northern Europe (UN),,2023,0.66119456,
Northern Ireland,,2005,0.79326224,
Northern Ireland,,2006,0.7865142,
Northern Ireland,,2007,0.7782733,
Northern Ireland,,2008,0.44045395,
Northern Ireland,,2009,0.5661058,
Northern Ireland,,2010,0.5433023,
Northern Ireland,,2011,0.4324343,
Northern Ireland,,2012,0.322898,
Northern Ireland,,2013,0.53614706,
Northern Ireland,,2014,0.74643815,
Northern Ireland,,2015,0.53050846,
Northern Ireland,,2016,0.21121019,
Northern Ireland,,2017,0.9467844,
Northern Ireland,,2018,0.5233185,
Northern Ireland,,2019,0.7284458,
Northern Ireland,,2020,0.7281389,
Northern Ireland,,2021,0.8272684,
Northern Ireland,,2022,0.6181769,
Northern Ireland,,2023,0.20514987,
Norway,NOR,1990,0.5367837,Europe
Norway,NOR,1991,0.70325935,Europe
Norway,NOR,1992,0.5873027,Europe
Norway,NOR,1993,0.78877795,Europe
Norway,NOR,1994,0.70843273,Europe
Norway,NOR,1995,0.7200416,Europe
Norway,NOR,1996,0.908788,Europe
Norway,NOR,1997,0.54117113,Europe
Norway,NOR,1998,0.5525666,Europe
Norway,NOR,1999,0.53951705,Europe
Norway,NOR,2000,0.9589189,Europe
Norway,NOR,2001,0.64010346,Europe
Norway,NOR,2002,0.6698553,Europe
Norway,NOR,2003,1.0614955,Europe
Norway,NOR,2004,0.518298,Europe
Norway,NOR,2005,0.6852561,Europe
Norway,NOR,2006,0.89487344,Europe
Norway,NOR,2007,0.71840614,Europe
Norway,NOR,2008,0.41826698,Europe
Norway,NOR,2009,0.496316,Europe
Norway,NOR,2010,0.61338127,Europe
Norway,NOR,2011,2.1025312,Europe
Norway,NOR,2012,0.3598321,Europe
Norway,NOR,2013,0.7909744,Europe
Norway,NOR,2014,0.50894123,Europe
Norway,NOR,2015,0.5430824,Europe
Norway,NOR,2016,0.4232525,Europe
Norway,NOR,2017,0.49654603,Europe
Norway,NOR,2018,0.3415487,Europe
Norway,NOR,2019,0.60332066,Europe
Norway,NOR,2020,0.5625376,Europe
Norway,NOR,2021,0.5970382,Europe
Norway,NOR,2022,0.51745707,Europe
Norway,NOR,2023,0.65735537,Europe
